ICD9,ICD9_Desc,Category,Category_Desc
778.9,NB integument cond NOS,P83,Other conditions of integument specific to newborn
779.0,Convulsions in newborn,P90,Convulsions of newborn
779.1,NB cereb irrit NEC/NOS,P91,Other disturbances of cerebral status of newborn
779.2,Cns dysfunction syn NB,P91,Other disturbances of cerebral status of newborn
779.31,NB feeding problems,P92,Feeding problems of newborn
779.32,NB bilious vomiting,P92,Feeding problems of newborn
779.33,NB other vomiting,P92,Feeding problems of newborn
779.34,NB failure to thrive,P92,Feeding problems of newborn
779.4,NB drug reaction/intoxic,P93,Reactions and intoxications due to drugs administered to NB
779.5,NB drug withdrawal syndr,P96,Other conditions originating in the perinatal period
779.6,Termination of pregnancy,,
779.7,Perivent leukomalacia,P91,Other disturbances of cerebral status of newborn
779.81,Neonatal bradycardia,P29,Cardiovascular disorders originating in the perinatal period
779.82,Neonatal tachycardia,P29,Cardiovascular disorders originating in the perinatal period
779.83,Delay separate umbl cord,P96,Other conditions originating in the perinatal period
779.84,Meconium staining,P96,Other conditions originating in the perinatal period
779.85,NB cardiac arrest,P29,Cardiovascular disorders originating in the perinatal period
779.89,Perinatal condition NEC,P29,Cardiovascular disorders originating in the perinatal period
779.9,Perinatal condition NOS,P95,Stillbirth
780.01,Coma,R40,"Somnolence, stupor and coma"
780.02,Trans alter awareness,R40,"Somnolence, stupor and coma"
780.03,Persistent vegtv state,R40,"Somnolence, stupor and coma"
780.09,Other alter consciousnes,R40,"Somnolence, stupor and coma"
780.1,Hallucinations,R44,Oth symptoms and signs w general sensations and perceptions
780.2,Syncope and collapse,R55,Syncope and collapse
780.31,Febrile convulsions NOS,R56,"Convulsions, not elsewhere classified"
780.32,Complx febrile convulsns,R56,"Convulsions, not elsewhere classified"
780.33,Post traumatic seizures,R56,"Convulsions, not elsewhere classified"
780.39,Convulsions NEC,R56,"Convulsions, not elsewhere classified"
780.4,Dizziness and giddiness,R42,Dizziness and giddiness
780.50,Sleep disturbance NOS,G47,Sleep disorders
780.51,Insomn w sleep apnea NOS,G47,Sleep disorders
780.52,Insomnia NOS,G47,Sleep disorders
780.53,Hypersom w slp apnea NOS,G47,Sleep disorders
780.54,Hypersomnia NOS,G47,Sleep disorders
780.55,Irreg sleep-wake rhy NOS,G47,Sleep disorders
780.56,Sleep stage dysfunctions,G47,Sleep disorders
780.57,Sleep apnea NOS,G47,Sleep disorders
780.58,Sleep rel move disor NOS,F51,Sleep disorders not due to a substance or known physiol cond
780.59,Sleep disturbances NEC,G47,Sleep disorders
780.60,Fever NOS,R50,Fever of other and unknown origin
780.61,Fever in other diseases,R50,Fever of other and unknown origin
780.62,Postprocedural fever,R50,Fever of other and unknown origin
780.63,Postvaccination fever,R50,Fever of other and unknown origin
780.64,Chills (without fever),R68,Other general symptoms and signs
780.65,Hypothrm-wo low env tmp,R68,Other general symptoms and signs
780.66,Feb nonhemo transf react,R50,Fever of other and unknown origin
780.71,Chronic fatigue syndrome,R53,Malaise and fatigue
780.72,Functional quadriplegia,R53,Malaise and fatigue
780.79,Malaise and fatigue NEC,G93,Other disorders of brain
780.8,Generalizd hyperhidrosis,R61,Generalized hyperhidrosis
780.91,Fussy infant/baby,R68,Other general symptoms and signs
780.92,Excess cry infant/baby,R68,Other general symptoms and signs
780.93,Memory loss,R41,Oth symptoms and signs w cognitive functions and awareness
780.94,Early satiety,R68,Other general symptoms and signs
780.95,"Excs cry chld,adol,adult",R45,Symptoms and signs involving emotional state
780.96,Generalized pain,R52,"Pain, unspecified"
780.97,Altered mental status,R41,Oth symptoms and signs w cognitive functions and awareness
780.99,Other general symptoms,R45,Symptoms and signs involving emotional state
781.0,Abn involun movement NEC,R25,Abnormal involuntary movements
781.1,Smell & taste disturb,R43,Disturbances of smell and taste
781.2,Abnormality of gait,R26,Abnormalities of gait and mobility
781.3,Lack of coordination,R27,Other lack of coordination
781.4,Transient limb paralysis,R29,Oth symptoms and signs involving the nervous and ms systems
781.5,Clubbing of fingers,R68,Other general symptoms and signs
781.6,Meningismus,R29,Oth symptoms and signs involving the nervous and ms systems
781.7,Tetany,R29,Oth symptoms and signs involving the nervous and ms systems
781.8,Neurologic neglect syndr,R41,Oth symptoms and signs w cognitive functions and awareness
781.91,Loss of height,R29,Oth symptoms and signs involving the nervous and ms systems
781.92,Abnormal posture,R29,Oth symptoms and signs involving the nervous and ms systems
781.93,Ocular torticollis,R29,Oth symptoms and signs involving the nervous and ms systems
781.94,Facial weakness,R29,Oth symptoms and signs involving the nervous and ms systems
781.99,Nerve/musculskel sym NEC,R29,Oth symptoms and signs involving the nervous and ms systems
782.0,Skin sensation disturb,R20,Disturbances of skin sensation
782.1,Nonspecif skin erupt NEC,R21,Rash and other nonspecific skin eruption
782.2,Local suprficial swellng,R22,"Localized swelling, mass and lump of skin, subcu"
782.3,Edema,R60,"Edema, not elsewhere classified"
782.4,Jaundice NOS,R17,Unspecified jaundice
782.5,Cyanosis,R23,Other skin changes
782.61,Pallor,R23,Other skin changes
782.62,Flushing,R23,Other skin changes
782.7,Spontaneous ecchymoses,R23,Other skin changes
782.8,Changes in skin texture,R23,Other skin changes
782.9,Integument tiss symp NEC,R23,Other skin changes
783.0,Anorexia,R63,Symptoms and signs concerning food and fluid intake
783.1,Abnormal weight gain,R63,Symptoms and signs concerning food and fluid intake
783.21,Abnormal loss of weight,R63,Symptoms and signs concerning food and fluid intake
783.22,Underweight,R63,Symptoms and signs concerning food and fluid intake
783.3,Feeding problem,R63,Symptoms and signs concerning food and fluid intake
783.40,Lack norm physio dev NOS,R62,Lack of expected normal physiol dev in childhood and adults
783.41,Failure to thrive-child,R62,Lack of expected normal physiol dev in childhood and adults
783.42,Delayed milestones,R62,Lack of expected normal physiol dev in childhood and adults
783.43,Short stature,R62,Lack of expected normal physiol dev in childhood and adults
783.5,Polydipsia,R63,Symptoms and signs concerning food and fluid intake
783.6,Polyphagia,R63,Symptoms and signs concerning food and fluid intake
783.7,Failure to thrive-adult,R62,Lack of expected normal physiol dev in childhood and adults
783.9,Nutr/metab/devel sym NEC,R63,Symptoms and signs concerning food and fluid intake
784.0,Headache,G44,Other headache syndromes
784.1,Throat pain,R07,Pain in throat and chest
784.2,Swelling in head & neck,R22,"Localized swelling, mass and lump of skin, subcu"
784.3,Aphasia,R47,"Speech disturbances, not elsewhere classified"
784.40,Voice/resonance dis NOS,R49,Voice and resonance disorders
784.41,Aphonia,R49,Voice and resonance disorders
784.42,Dysphonia,R49,Voice and resonance disorders
784.43,Hypernasality,R49,Voice and resonance disorders
784.44,Hyponasality,R49,Voice and resonance disorders
784.49,Voice/resonance dis NEC,R49,Voice and resonance disorders
784.51,Dysarthria,R47,"Speech disturbances, not elsewhere classified"
784.52,Flncy dsord cond elsewhr,R47,"Speech disturbances, not elsewhere classified"
784.59,Speech disturbance NEC,R47,"Speech disturbances, not elsewhere classified"
784.60,Symbolic dysfunction NOS,R48,"Dyslexia and oth symbolic dysfunctions, NEC"
784.61,Alexia and dyslexia,R48,"Dyslexia and oth symbolic dysfunctions, NEC"
784.69,Symbolic dysfunction NEC,R48,"Dyslexia and oth symbolic dysfunctions, NEC"
784.7,Epistaxis,R04,Hemorrhage from respiratory passages
784.8,Hemorrhage from throat,R04,Hemorrhage from respiratory passages
784.91,Postnasal drip,R09,Oth symptoms and signs involving the circ and resp sys
784.92,Jaw pain,R68,Other general symptoms and signs
784.99,Head & neck symptoms NEC,R06,Abnormalities of breathing
785.0,Tachycardia NOS,R00,Abnormalities of heart beat
785.1,Palpitations,R00,Abnormalities of heart beat
785.2,Cardiac murmurs NEC,R01,Cardiac murmurs and other cardiac sounds
785.3,Abnorm heart sounds NEC,R01,Cardiac murmurs and other cardiac sounds
785.4,Gangrene,I96,"Gangrene, not elsewhere classified"
785.50,Shock NOS,R57,"Shock, not elsewhere classified"
785.51,Cardiogenic shock,R57,"Shock, not elsewhere classified"
785.52,Septic shock,R65,Symp and signs specifically assoc w sys inflam and infct
785.59,Shock w/o trauma NEC,R57,"Shock, not elsewhere classified"
785.6,Enlargement lymph nodes,R59,Enlarged lymph nodes
785.9,Cardiovas sys symp NEC,R09,Oth symptoms and signs involving the circ and resp sys
786.00,Respiratory abnorm NOS,R06,Abnormalities of breathing
786.01,Hyperventilation,R06,Abnormalities of breathing
786.02,Orthopnea,R06,Abnormalities of breathing
786.03,Apnea,R06,Abnormalities of breathing
786.04,Cheyne-stokes respiratn,R06,Abnormalities of breathing
786.05,Shortness of breath,R06,Abnormalities of breathing
786.06,Tachypnea,R06,Abnormalities of breathing
786.07,Wheezing,R06,Abnormalities of breathing
786.09,Respiratory abnorm NEC,R06,Abnormalities of breathing
786.1,Stridor,R06,Abnormalities of breathing
786.2,Cough,R05,Cough
786.30,Hemoptysis NOS,R04,Hemorrhage from respiratory passages
786.31,Ac idio pul hemrg infant,R04,Hemorrhage from respiratory passages
786.39,Hemoptysis NEC,R04,Hemorrhage from respiratory passages
786.4,Abnormal sputum,R09,Oth symptoms and signs involving the circ and resp sys
786.50,Chest pain NOS,R07,Pain in throat and chest
786.51,Precordial pain,R07,Pain in throat and chest
786.52,Painful respiration,R07,Pain in throat and chest
786.59,Chest pain NEC,R07,Pain in throat and chest
786.6,Chest swelling/mass/lump,R22,"Localized swelling, mass and lump of skin, subcu"
786.7,Abnormal chest sounds,R09,Oth symptoms and signs involving the circ and resp sys
786.8,Hiccough,R06,Abnormalities of breathing
786.9,Resp sys/chest symp NEC,R06,Abnormalities of breathing
787.01,Nausea with vomiting,R11,Nausea and vomiting
787.02,Nausea alone,R11,Nausea and vomiting
787.03,Vomiting alone,R11,Nausea and vomiting
787.04,Bilious emesis,R11,Nausea and vomiting
787.1,Heartburn,R12,Heartburn
787.20,Dysphagia NOS,R13,Aphagia and dysphagia
787.21,"Dysphagia, oral phase",R13,Aphagia and dysphagia
787.22,"Dysphagia, oropharyngeal",R13,Aphagia and dysphagia
787.23,"Dysphagia, pharyngeal",R13,Aphagia and dysphagia
787.24,"Dysphagia,pharyngoesoph",R13,Aphagia and dysphagia
787.29,Dysphagia NEC,R13,Aphagia and dysphagia
787.3,Flatul/eructat/gas pain,R14,Flatulence and related conditions
787.4,Visible peristalsis,R19,Oth symptoms and signs involving the dgstv sys and abdomen
787.5,Abnormal bowel sounds,R19,Oth symptoms and signs involving the dgstv sys and abdomen
787.60,Full incontinence-feces,R15,Fecal incontinence
787.61,Incomplete defecation,R15,Fecal incontinence
787.62,Fecal smearing,R15,Fecal incontinence
787.63,Fecal urgency,R15,Fecal incontinence
787.7,Abnormal feces,R19,Oth symptoms and signs involving the dgstv sys and abdomen
787.91,Diarrhea,K52,Other and unsp noninfective gastroenteritis and colitis
787.99,Digestve syst symptm NEC,R19,Oth symptoms and signs involving the dgstv sys and abdomen
788.0,Renal colic,N23,Unspecified renal colic
788.1,Dysuria,R30,Pain associated with micturition
788.20,Retention urine NOS,R33,Retention of urine
788.21,Incmplet bldder emptying,R39,Oth and unsp symptoms and signs involving the GU sys
788.29,Oth spcf retention urine,R33,Retention of urine
788.30,Urinary incontinence NOS,R32,Unspecified urinary incontinence
788.31,Urge incontinence,N39,Other disorders of urinary system
788.32,Stress incontinence male,N39,Other disorders of urinary system
788.33,Mixed incontinence,N39,Other disorders of urinary system
788.34,Incontnce wo sensr aware,N39,Other disorders of urinary system
788.35,Post-void dribbling,N39,Other disorders of urinary system
788.36,Nocturnal enuresis,N39,Other disorders of urinary system
788.37,Continuous leakage,N39,Other disorders of urinary system
788.38,Overflow incontinence,N39,Other disorders of urinary system
788.39,Oth urinry incontinence,N39,Other disorders of urinary system
788.41,Urinary frequency,R35,Polyuria
788.42,Polyuria,R35,Polyuria
788.43,Nocturia,R35,Polyuria
788.5,Oliguria & anuria,R34,Anuria and oliguria
788.61,Splitting urinary stream,R39,Oth and unsp symptoms and signs involving the GU sys
788.62,Slowing urinary stream,R39,Oth and unsp symptoms and signs involving the GU sys
788.63,Urgency of urination,R39,Oth and unsp symptoms and signs involving the GU sys
788.64,Urinary hesitancy,R39,Oth and unsp symptoms and signs involving the GU sys
788.65,Straining on urination,R39,Oth and unsp symptoms and signs involving the GU sys
788.69,Oth abnormalt urination,R39,Oth and unsp symptoms and signs involving the GU sys
788.7,Urethral discharge,R36,Urethral discharge
788.8,Extravasation of urine,R39,Oth and unsp symptoms and signs involving the GU sys
788.91,Fnctnl urinary incontnce,R39,Oth and unsp symptoms and signs involving the GU sys
788.99,Oth symptm urinary systm,R30,Pain associated with micturition
789.00,Abdmnal pain unspcf site,R10,Abdominal and pelvic pain
789.01,Abdmnal pain rt upr quad,R10,Abdominal and pelvic pain
789.02,Abdmnal pain lft up quad,R10,Abdominal and pelvic pain
789.03,Abdmnal pain rt lwr quad,R10,Abdominal and pelvic pain
789.04,Abdmnal pain lt lwr quad,R10,Abdominal and pelvic pain
789.05,Abdmnal pain periumbilic,R10,Abdominal and pelvic pain
789.06,Abdmnal pain epigastric,R10,Abdominal and pelvic pain
789.07,Abdmnal pain generalized,R10,Abdominal and pelvic pain
789.09,Abdmnal pain oth spcf st,R10,Abdominal and pelvic pain
789.1,Hepatomegaly,R16,"Hepatomegaly and splenomegaly, not elsewhere classified"
789.2,Splenomegaly,R16,"Hepatomegaly and splenomegaly, not elsewhere classified"
789.30,Abdmnal mass unspcf site,R19,Oth symptoms and signs involving the dgstv sys and abdomen
789.31,Abdmnal mass rt upr quad,R19,Oth symptoms and signs involving the dgstv sys and abdomen
789.32,Abdmnal mass lft up quad,R19,Oth symptoms and signs involving the dgstv sys and abdomen
789.33,Abdmnal mass rt lwr quad,R19,Oth symptoms and signs involving the dgstv sys and abdomen
789.34,Abdmnal mass lt lwr quad,R19,Oth symptoms and signs involving the dgstv sys and abdomen
789.35,Abdmnal mass periumbilic,R19,Oth symptoms and signs involving the dgstv sys and abdomen
789.36,Abdmnal mass epigastric,R19,Oth symptoms and signs involving the dgstv sys and abdomen
789.37,Abdmnal mass generalized,R19,Oth symptoms and signs involving the dgstv sys and abdomen
789.39,Abdmnal mass oth spcf st,R19,Oth symptoms and signs involving the dgstv sys and abdomen
789.40,Abdmnal rgdt unspcf site,R19,Oth symptoms and signs involving the dgstv sys and abdomen
789.41,Abdmnal rgdt rt upr quad,R19,Oth symptoms and signs involving the dgstv sys and abdomen
